🇨🇳｜直播必看说明,#genre#
上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8
海宁新闻综合,http://live.hndachao.cn/xwzh/sd/live.m3u8
海宁生活服务,http://live.hndachao.cn/shfw/sd/live.m3u8
兰溪新闻综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8

🎀重庆,#genre#
重庆卫视,http://yfsl.vsd.gehua.net.cn/live/ChongQingHD_6000.m3u8
重庆卫视,https://sjlivecdn9.cbg.cn/204912315959/app_2/_definst_/ls_2.stream/chunklist.m3u8
重庆卫视,http://60.213.134.68/tlivecloud-ipv6.ysp.cctv.cn/ysp/2000297803.m3u8
重庆新闻, https://sjlivecdn9.cbg.cn/204912315959/app_2/_definst_/ls_3.stream/chunklist.m3u8
重庆时尚,http://yfsl.vsd.gehua.net.cn/live/ShiShangGouWu_800.m3u8
重庆移动,http://qxlmlive9.cbg.cn/app_2/ls_57.stream/chunklist.m3u8
重庆移动,http://qxlmlive9.cbg.cn/app_2/ls_58.stream/chunklist.m3u8
重庆汽摩,http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221225506/2/index.m3u8?fmt=ts2hls
北培综合,http://222.178.181.121:12034/beibei01.m3u8
璧山综合,http://222.179.42.129:8181/hls1.m3u8
垫江综合,http://125.62.24.185/1.m3u8
江津综合,http://222.179.155.21:1935/ch1.m3u8
江津公共,http://222.179.155.21:1935/ch2.m3u8
梁平综合,https://qxlmlive9.cbg.cn/applive/lplive01/chunklist.m3u8
荣昌综合,http://183.64.181.25:40023/rongchang01.m3u8
巫山综合,https://qxlmlive9.cbg.cn/applive/wspd001/chunklist.m3u8
万州综合,http://123.146.162.24:8013/tslslive/noEX9SG/hls/live_sd.m3u8
万州综合,http://wanzhoulive.cbg.cn:8017/iTXwrGs/800/live.m3u8
万州三峡,http://wanzhoulive.cbg.cn:8017/c2F0hmi/1000/live.m3u8
万州三峡,http://123.146.162.24:8013/tslslive/PU2vzMI/hls/live_sd.m3u8
渝北综合,http://222.178.228.154:8030/ch1-2.m3u8
渝北都市,http://222.178.228.154:8030/ch0-2.m3u8
永川综合,https://qxlmlive9.cbg.cn/applive/yctv01/playlist.m3u8
酋阳综合,http://qxlmlive9.cbg.cn/applive/youytv01/playlist.m3u8
忠县综合,https://qxlmlive9.cbg.cn/applive/zxtv2/chunklist.m3u8

🎀广西,#genre#
广西卫视,http://60.213.134.68/tlivecloud-ipv6.ysp.cctv.cn/ysp/2000294203.m3u8
南宁新闻综合,http://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8
南宁影娱乐,http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8
南宁都市生活,http://hls.nntv.cn/nnlive/NNTV_METRO_A.m3u8
南宁公共,http://hls.nntv.cn/nnlive/NNTV_PUB_A.m3u8
北海新闻综合,https://cdn.gdlive.gdmain.com/live/lg36zk25.m3u8
北海新闻综合,http://njgdmm-wshls.homecdn.com/live/4e8a2.m3u8
北海经济科教,https://cdn.gdlive.gdmain.com/live/lnyxz495.m3u8
钦州综合,http://stream.gxqzxw.com/qztv/zhhd/live.m3u8
钦州公共,http://stream.gxqzxw.com/qztv02/gghd/live.m3u8
白色综合,http://lu1.cc/c/tv/sjtv/p/qingk.php?id=bszh
贺州综合,http://zhz.gxhzxw.com:2935/live/HZXW-HD/playlist.m3u8
崇左综合,https://cdn.gdlive.gdmain.com/live/lxzydpo5.m3u8
来宾综合,https://cdn.gdlive.gdmain.com/live/0myxra90.m3u8
桂林综合,https://pull.gltvs.com/live/gltvs/playlist.m3u8?v=a63694a9b59f1d194252c969a3dcad73&t=1739421754
河池综合,http://p8.vzan.com/1164867412/359993088373325312/live.m3u8
河池教育,http://p8.vzan.com/1164867412/672424628602851877/live.m3u8
灌阳新闻综合,https://cdn.gdlive.gdmain.com/live/02kzyoy0.m3u8
灵川综合,https://cdn.gdlive.gdmain.com/live/lbzx2a8l.m3u8
资源电视台,https://cdn.gdlive.gdmain.com/live/09oz9ba0.m3u8
宾阳综合,https://cdn.gdlive.gdmain.com/live/5zzby3v5.m3u8
宾阳综合,https://live-cdn.gxxw.com/gx/binyang/index.m3u8
隆安新闻综合,http://hls.nntv.cn/nnlive/LATV_A.m3u8
马山新闻综合,http://hls.nntv.cn/nnlive/MSTV_A.m3u8
上林电视台,http://hls.nntv.cn/nnlive/SLTV_A.m3u8
龙州综合,https://cdn.gdlive.gdmain.com/live/5pyxdeb5.m3u8
龙州综合,https://live-cdn.gxxw.com/gx/longzhou/index.m3u8
凭祥综合,https://cdn.gdlive.gdmain.com/live/0myxr890.m3u8
凭祥综合,https://live-cdn.gxxw.com/gx/pingxiang/index.m3u8
天等综合,https://cdn.gdlive.gdmain.com/live/51g1ap75.m3u8
桂平综合,https://p2.weizan.cn/1483720625/592579884798131053/live.m3u8
巴马综合,https://cdn.gdlive.gdmain.com/live/5ky6zx60.m3u8
博白综合,http://live-cdn.gxxw.com/hls/a22/index.m3u8
博白综合,https://live-cdn.gxxw.com/hls/a22/index.m3u8
岑溪综合,https://cdn.gdlive.gdmain.com/live/02kzy3y0.m3u8
融水综合,https://cdn.gdlive.gdmain.com/live/lnyxza95.m3u8
融水综合,https://live-cdn.gxxw.com/gx/rongshui/index.m3u8
都安综合,https://cdn.gdlive.gdmain.com/live/lo2xza25.m3u8
都安综合,https://live-cdn.gxxw.com/gx/duan/index.m3u8
罗城综合,http://111.12.75.177:9100/lctvlive/lch.m3u8
昭平综合,https://cdn.gdlive.gdmain.com/live/53xzyvv5.m3u8
昭平综合,https://live-cdn.gxxw.com/gx/zhaoping/index.m3u8
靖西综合,https://cdn.gdlive.gdmain.com/live/53xzybv5.m3u8
乐业综合,https://cdn.gdlive.gdmain.com/live/lg36za25.m3u8
乐业综合,https://live-cdn.gxxw.com/gx/leye/index.m3u8
那坡综合,https://cdn.gdlive.gdmain.com/live/l7bxg260.m3u8
田东综合,https://cdn.gdlive.gdmain.com/live/5aj79zp5.m3u8
田东综合,https://live-cdn.gxxw.com/gx/tiandong/index.m3u8
田阳综合,https://cdn.gdlive.gdmain.com/live/0yzvdpr5.m3u8
西林综合,https://cdn.gdlive.gdmain.com/live/lj16xrkl.m3u8

🎀山东,#genre#
山东卫视,http://lu1.cc/c/tv/sjtv/p/migu.php?id=sdws
济南教育,http://livejnedu.chinamcache.com/live/jneduzb01.m3u8
山东教育,https://livewai.sdetv.com.cn/live/da4ebbb91ee8468db5a9d230a535391f_transios/playlist.m3u8
中华美食,http://183.207.248.35/PLTV/4/224/3221227017/index.m3u8
中华美食,http://39.135.138.58:18890/PLTV/88888888/224/3221225924/index.m3u8
济南综合,http://v2.91kds.cn/b9/sdjntv1.m3u8?id=sdjnxw&auth=rinimabi
济南都市,http://v2.91kds.cn/b9/sdjntv1.m3u8?id=sdjnds&auth=rinimabi
济南娱乐,http://v2.91kds.cn/b9/sdjntv1.m3u8?id=sdjnyl&auth=rinimabi
济南文旅,http://v2.91kds.cn/b9/sdjntv1.m3u8?id=sdjnys&auth=rinimabi
济南生活,http://v2.91kds.cn/b9/sdjntv1.m3u8?id=sdjnsh&auth=rinimabi
济南少儿,http://v2.91kds.cn/b9/sdjntv1.m3u8?id=sdjnse&auth=rinimabi
济南鲁中,http://v2.91kds.cn/b9/sdjntv1.m3u8?id=sdlwtv1&auth=rinimabi
济南鲁中,https://quehuamtyoutlive.ijntv.cn/j8pukt/452907.m3u8
济铁电视台,https://jsylivealone302.iqilu.com/jitie/jitie_tv01.m3u8
青岛城阳,http://pili-live-rtmp.56.i2863.com/i2863-56/live_56_307317.m3u8
日照综合,http://live.rzw.com.cn/xwzh/sd/live.m3u8
日照公共,http://live.rzw.com.cn/kzpd/sd/live.m3u8
日照科教,http://live.rzw.com.cn/ggpd/sd/live.m3u8
日照房车,http://live.rzw.com.cn/fcpd/sd/live.m3u8
烟台新闻综合,http://live.yantaitv.cn/live/3e81a8879da44c5dadf3bd9c10468e1c/9b776d420ee4438199b7657c8eb88f07-1.m3u8
烟台公共,http://live.yantaitv.cn/live/e50f104a4ffe4a41b2217cbda534146f/d86092e69df94668b33390278b061700-1.m3u8
烟台经济科技,http://live.yantaitv.cn/live/27f84144e95a4652ae9e5c211b2a6b55/405f3e33ba384aa0a16014d0becd1261-1.m3u8
烟台影视,http://live.yantaitv.cn/live/e9f1d9045d474c31884d13fa4ffbbd16/a4a9b3704d854756907845107cc56129-1.m3u8
济宁综合,http://lives.jnnews.tv/video/s10001-JNTV-1/index.m3u8
济宁教育,http://lives.jnnews.tv/video/s10001-JNTV-2/index.m3u8
济宁公共,http://lives.jnnews.tv/video/s10001-JNTV3/index.m3u8
济宁图文,http://lives.jnnews.tv/video/s10001-JNTV4/index.m3u8
菏泽综合,http://live.hznet.tv:1935/live/live1/500K/tzwj_video.m3u8
菏泽综合,http://zb.hezegd.com:1935/live/hztv1/1000k/tzwj_video.m3u8
菏泽生活,http://live.hznet.tv:1935/live/live2/500K/tzwj_video.m3u8
菏泽生活,http://zb.hezegd.com:1935/live/hztv2/1000k/tzwj_video.m3u8
菏泽影视,hhttp://zb.hezegd.com:1935/live/hztv3/1000k/tzwj_video.m3u8
菏泽影视,http://live.hznet.tv:1935/live/live3/500K/tzwj_video.m3u8
枣庄综合,http://stream.zztvzd.com/1/sd/live.m3u8
枣庄综合,http://stream.zzgd.tv/1/sd/live.m3u8
枣庄生活,http://stream.zzgd.tv/2/sd/live.m3u8
枣庄生活,http://stream.zztvzd.com/2/sd/live.m3u8
枣庄公共,http://stream.zztvzd.com/3/sd/live.m3u8
枣庄公共,http://stream.zzgd.tv/3/sd/live.m3u8
东营综合,http://stream.hhek.cn/xwzh/sd/live.m3u8
东营公共,http://stream.hhek.cn/ggpd/sd/live.m3u8
东营科教,http://stream.hhek.cn/dyjy/sd/live.m3u8
泰安综合,http://223.99.8.99:8666/live/tatv0111.m3u8
泰安生活,http://223.99.8.99:8666/live/tatv222.m3u8
滨州综合,http://stream.bzcm.net/2/sd/live.m3u8
滨州公共,http://stream.bzcm.net/1/sd/live.m3u8
临沂综合,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel111841/playlist.m3u8
临沂农科,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel113571/playlist.m3u8
威海综合,http://l1.weihai.tv:8081/hls/969O76hb28.m3u8
威海生活,http://l2.weihai.tv:8081/hls/g16E3482eI.m3u8
威海海洋,http://l2.weihai.tv:8081/hls/x8b19NoyEG.m3u8
聊城综合,http://m3u8.channellive.lcbtv.com/nmip-media/channellive/channel101173/playlist.m3u8
聊城综合,http://m3u8.channellive.lcbtv.com/nmip-media/channellive/channel101246/playlist.m3u8
潍坊综合,http://sobeylingyun02pull.sobeylive.com/live/wf1pd.m3u8
潍坊生活,http://sobeylingyun02pull.sobeylive.com/live/wf2pd.m3u8
潍坊影视,http://sobeylingyun02pull.sobeylive.com/live/wf3pd.m3u8
潍坊科教,http://sobeylingyun02pull.sobeylive.com/live/wf4pd.m3u8
滨州新闻综合,http://stream.bzcm.net/2/sd/live.m3u8
滨州公共,http://stream.bzcm.net/1/sd/live.m3u8
垦利新闻,https://livealone302.iqilu.com/kenli/kenli_tv01/playlist.m3u8
青州综合,http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8
青州文化,http://sdqz.chinashadt.com:2036/live/stream:3.stream/playlist.m3u8
岱岳综合,http://slvedio.slradio.cn/a935908a217711ea8bb000163e0e6522/4D6357B92240C088F3612E43E44B5F1D.m3u8

🎀宁夏,#genre#
宁夏卫视,http://yfsl.vsd.gehua.net.cn/live/NingXia_800.m3u8
宁夏卫视,http://lu1.cc/c/tv/sjtv/p/migu.php?id=nxws
宁夏公共,http://livepgc.cmc.ningxiahuangheyun.com/pgc/041867befe3dde090202f620ade5b87c.m3u8?txSecret=39373ebcf0d57da2477968efb258e2b7&txTime=6235C9B6
宁夏经济,http://livepgc.cmc.ningxiahuangheyun.com/pgc/10717759047cafd37fd87caa5883e9c2.m3u8?txSecret=6a3918f766d0ff625282376ffee72687&txTime=6235C9C1
银川公共,http://stream.ycgbtv.com.cn/ycgg/sd/live.m3u8
银川生活,http://stream.ycgbtv.com.cn/ycxw/sd/live.m3u8
吴中综合,http://live.kanwz.net/zhpd/sd/live.m3u8
吴中公共,http://live.kanwz.net/ggpd/sd/live.m3u8

🎀青海,#genre#
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8
青海卫视,http://yfsl.vsd.gehua.net.cn/live/QingHai_800.m3u8
安多卫视,http://stream.qhbtv.com/adws/sd/live.m3u8
青海都市,http://stream.qhbtv.com/qhds/sd/live.m3u8
青海经视,http://stream.qhbtv.com/qhsh/sd/live.m3u8
西宁综合,https://liveout.xntv.tv/a65jur/96iln2.m3u8
西宁生活,https://liveout.xntv.tv/a65jur/90p2i1.m3u8
海东综合,http://pili-live-rtmp.ashh.tianma3600.com/ashh/TV.m3u8
海西综合,http://stream.haixitv.cn/1/sd/live.m3u8
玉树综合,http://stream.ysbtv.net/1/sd/live.m3u8
黄南州电视台,http://111.12.218.74:8081/live/ch0.m3u8

🎀四川,#genre#
四川卫视,http://lu1.cc/c/tv/sjtv/p/bjcd.php?id=scws
四川卫视,http://60.213.134.68/tlivecloud-ipv6.ysp.cctv.cn/ysp/2000295002.m3u8
四川科教,http://3017ugjo.live2.danghongyun.com:80/live/hls/4dc0e927160647a2bd585cb5495810be/3c2126c925204cddb74a3534b97e2765-1.m3u8
四川影视,http://112.19.214.90:8883/tsfile/live/1004_1.m3u8
锦阳综合,http://live.sctvcloud.com/live/mytvzh/playlist.m3u8
锦阳公共,http://live.sctvcloud.com/live/mytvgg/playlist.m3u8
锦阳科教,http://live.sctvcloud.com/live/mytvkj/playlist.m3u8
南充综合,https://nczbpull.ncntv.com.cn/nctv/2004.m3u8
南充综合,http://tv.drs.ncntv.com.cn:8100/channellive/nczhpd.flv
南充公共,https://nczbpull.ncntv.com.cn/nctv/2005.m3u8
南充公共,http://tv.drs.ncntv.com.cn:8100/channellive/ncggpd.flv
南充科教,https://nczbpull.ncntv.com.cn/nctv/2006.m3u8
南充科教,http://tv.drs.ncntv.com.cn:8100/channellive/nckjpd.flv
达州综合,http://tv.drs.dzxw.net/channellive/xwzhpd-dz1.flv
达州公共,http://tv.drs.dzxw.net/channellive/ggpd-dz2.flv
乐山综合,http://m3u8.file.leshantv.net/vms/videos/nmip-media/channellive/channel1/playlist.m3u8
乐山综合,http://channellive.leshantv.net/live/ch1.flv
乐山公共,http://m3u8.file.leshantv.net/vms/videos/nmip-media/channellive/channel12/playlist.m3u8
乐山公共,http://channellive.leshantv.net/live/ch2.flv
广安综合,http://live1.gatv.com.cn:85/live/XWZH_HD.m3u8
广安公共,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8
遂宁新闻综合,http://play.sngdxsn.com/live/xwzh/playlist.m3u8
遂宁公共频道,http://play.sngdxsn.com/live/gggy/playlist.m3u8
雅安综合,http://m3u8channel.wuxianyaan.com/cms/videos/nmip-media/channellive/channel1/playlist.m3u8
雅安综合,http://flv.drs.tv.yatv.tv:8080/channellive/xinwen.flv
雅安综合,http://m3u8.channel.yatv.tv/cms/videos/nmip-media/channellive/channel1/playlist.m3u8
雅安公共,http://m3u8channel.wuxianyaan.com/cms/videos/nmip-media/channellive/channel2/playlist.m3u8
雅安公共,http://flv.drs.tv.yatv.tv:8080/channellive/gonggong.flv
雅安公共,http://m3u8.channel.yatv.tv/cms/videos/nmip-media/channellive/channel2/playlist.m3u8
雅安雨城,http://flv.drs.tv.yatv.tv:8080/channellive/yucheng.flv
雅安雨城,http://m3u8channel-yc.wuxianyaan.com/cms/videos/nmip-media-yc/channellive/channel1/playlist.m3u8
雅安雨城,http://m3u8.ycchannel.yatv.tv/cms/videos/nmip-media-yc/channellive/channel1/playlist.m3u8
广元综合,http://tv.dzsm.com:8100/chan/ch1.flv
广元综合,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel1/playlist.m3u8
广元公共,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel2/playlist.m3u8
凉山综合,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8
凉山综合,http://m3u8.channel.i0834.cn/nmpi-media/channellive/channel114103/playlist.m3u8
凉山语,http://file.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8
凉山语,http://m3u8.channel.i0834.cn/nmpi-media/channellive/channel115044/playlist.m3u8
宜宾综合,http://pili-live-hdl.yryb.tianma3600.com/yryb/xwpd.m3u8
宜宾综合,http://p2.weizan.cn/48393/657730224997692923/live.m3u8
巴中综合,http://lu1.cc/c/tv/sjtv/p/gdy.php?id=bzzh
巴中文旅,http://lu1.cc/c/tv/sjtv/p/gdy.php?id=bzwlsh
宜宾公共,http://p2.weizan.cn/48393/333752817375588805/live.m3u8
自贡综合,hhttp://sczghlsg.tianma3600.com/sczg/zonghe.m3u8
自贡综合,http://110.189.153.160:1001/zhpd.flv
自贡生活,http://sczghlsg.tianma3600.com/sczg/ggpd.m3u8
自贡生活,http://110.189.153.160:1002/ggpd.flv
德阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8
德阳公共,http://scdytv.cn:1935/live/m_ggpd_livevideo/playlist.m3u8
攀枝花新闻综合,http://zb.pzhgd.com:9095/live/xwzh.m3u8
攀枝花公共,http://zb.pzhgd.com:9095/live/ggpd.m3u8
泸州综合,http://file.luzhoubs.com/nmip-media/channellive/channel106011/playlist.m3u8
泸州公共,http://file.luzhoubs.com:8101/nmip-media/channellive/channel103074/playlist.m3u8
德阳综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8
德阳公共,http://scdytv.cn:1935/live/m_ggpd_livevideo/playlist.m3u8
眉山综合,http://live1.scmstv.cn/gqpd/sd/live.m3u8
眉山公共,http://live2.scmstv.cn/ggpd/sd/live.m3u8
甘孜综合,http://m3u8.channel.ganzitv.com/vms/videos/nmip-media/channellive/channel1/playlist.m3u8
甘孜综合,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv
成都高新电视,http://live.cdht-tv.com:8190/live/cdht.m3u8
金堂电视台,https://p2.weizan.cn/2029575354/132309630725787078/live.m3u8
龙泉驿新闻综合,http://live.newslqy.com/live/xwpd.m3u8
双流综合,http://171.221.250.130:18888/27e684978eb642eeb90ab815f6cc51bf/c41893de5e8645b3b43aef1640859b0d.m3u8
珙县综合,http://pili-live-hls-cqgx.tianma3600.com/cqgx/ggpd.m3u8
筠连综合,http://118.122.78.172:89/live1/live1.m3u8
叙州新闻综合,http://pili-live-hls.ybcxjd.com/jdh-live/2108111201035597.m3u8
大竹新闻综合,http://60.255.120.30:89/live1/live1.m3u8
大竹阳光政务,http://60.255.120.30:89/live2/live2.m3u8
开江新闻综合,http://lmt.kjzx.net:98/live1/live1.m3u8
万源新闻综合,http://live.wanyuannews.com/wytv/hd/live.m3u8
蓬安新闻综合,http://palive.patv123.com:8091/live/xwpd_800K.m3u8
营山电视台,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8
金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8
金川乡村,http://live.jinchuanrmt.com:90/live/jcxc.m3u8
茂县综合,http://pili-live-rtmp.scmxtv.com/scmxtv/mxtv.m3u8
松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8
汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8
小金综合,http://xjlive.xjsc.gov.cn:8091/live/xwpd.m3u8
马尔康综合,http://live.zmmek.com:90/live/zhxw.m3u8
剑阁新闻综合,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel10/playlist.m3u8
利州综合,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8
利州综合,http://tv.drs.lzgbdst.com:8100/channellive/lztv2.flv
青川新闻综合,http://live.sctvcloud.com/live/qctv1.m3u8
旺苍新闻综合,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel9/playlist.m3u8
彭山综合,http://139.9.142.175:8011/cms/videos/nmip-media/channellive/channel2/playlist.m3u8
青神综合,http://lmt.scqstv.com/live1/live1.m3u8
乐至综合,http://rmlive.lzxrmtzx.com/live1/live1.m3u8
乐至综合,http://175.155.106.72:89/live1/live1.m3u8
甘洛综合,http://live.sctvcloud.com/live/ganluo.m3u8
会东综合,http://112.45.133.129:90/live/xwzh.m3u8
会东综合,http://live.schdxww.com:90/live/xwzh.m3u8
金阳综合,http://live.jyrmtzx.com:8080/live/jyxw.m3u8
西昌综合,http://103.252.251.199:18085/hls/xichangweishi.m3u8
康定新闻综合,http://tv.drs.ganzitv.com:8100/channellive/kangding.flv
石渠综合,http://tv.drs.ganzitv.com:8100/channellive/shiqu.flv
宝兴综合,http://m3u8channel-bx.wuxianyaan.com/cms/videos/nmip-media-bx/channellive/channel11/playlist.m3u8
宝兴综合,http://flv.drs.tv.yatv.tv:8080/channellive/baoxingxian.flv
汉源综合,http://live.hyxrmt.com:85/live/xwpd.m3u8
名山综合,http://m3u8channel-ms.wuxianyaan.com/cms/videos/nmip-media-ms/channellive/channel1/playlist.m3u8
名山综合,http://flv.drs.tv.yatv.tv:8080/channellive/mingshan.flv
名山综合,http://m3u8.mschannel.yatv.tv/cms/videos/nmip-media-ms/channellive/channel1/playlist.m3u8
石棉综合,http://flv.drs.tv.yatv.tv:8080/channellive/shimian.flv
石棉综合,http://m3u8.smchannel.yatv.tv/cms/videos/nmip-media-sm/channellive/channel1/playlist.m3u8
石棉综合,http://m3u8channel-sm.wuxianyaan.com/cms/videos/nmip-media-sm/channellive/channel1/playlist.m3u8
荥经综合,http://m3u8channel-yj.wuxianyaan.com/cms/videos/nmip-media-yj/channellive/channel1/playlist.m3u8
荥经综合,http://m3u8.yjchannel.yatv.tv/cms/videos/nmip-media-yj/channellive/channel1/playlist.m3u8
荥经综合,http://flv.drs.tv.yatv.tv:8080/channellive/yingjing.flv
通江新闻综合,http://live.sctvcloud.com/live/bztongjiang.m3u8
峨边电视台,http://tvfile.ebrm.lsrm.org.cn/cms/videos/nmip-media/channellive/channel19/playlist.m3u8
夹江新闻综合,http://tvfile.jjrm.org.cn/nmip-media/channellive/channel106282/playlist.m3u8
井研综合,http://tvfile.jy.lsrm.org.cn/cms/videos/nmip-media-jy/channellive/channel3/playlist.m3u8
马边电视台,http://tvfile.mb.lsrm.org.cn/nmip-media/channellive/channel104860/playlist.m3u8
沐川综合,http://tvfile.mcrm.org.cn/nmip-media/channellive/channel103064/playlist.m3u8
沙湾综合,http://tvfile.sw.lsrm.org.cn/nmip-media/channellive/channel100064/playlist.m3u8
泸县新闻综合,http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8
叙永综合,http://luzhi.xuyongrongmei.com:1935/live/_definst_/xyxw/playlist.m3u8
武胜综合,http://live2.gatv.com.cn:86/live/WS.m3u8

🎀安徽,#genre#
安徽卫视,http://121.51.249.45/live1.ahtv.cn/ahws/hd/live.m3u8
安徽卫视,http://60.213.134.68/tlivecloud-ipv6.ysp.cctv.cn/ysp/2000298003.m3u8
安徽公共,http://121.51.249.45/live1.ahtv.cn/ahgg/hd/live.m3u8
安徽农业,http://121.51.249.45/live1.ahtv.cn/kjpd/hd/live.m3u8
安徽综艺,http://121.51.249.45/live4.ahtv.cn/zyty1/hd/live.m3u8
安徽影视,http://121.51.249.45/live4.ahtv.cn/yspd1/hd/live.m3u8
安徽生活,http://121.51.249.45/live4.ahtv.cn/jjsh1/hd/live.m3u8
安徽国际,http://121.51.249.45/live5.ahtv.cn/ahgj1/hd/live.m3u8
晴彩安徽,http://121.51.249.45/live5.ahtv.cn/jcah1/hd/live.m3u8
安徽导视,http://agsj.appcoo.com:8000/agsj/test/index.m3u8
池州综合,http://lu1.cc/c/tv/sjtv/ah/cztv.php?id=czxwzh
池州综合,http://cm.wshls.homecdn.com/live/4abdd.flv
池州公共,http://lu1.cc/c/tv/sjtv/ah/cztv.php?id=czgg
池州公共,http://cm.wshls.homecdn.com/live/829d.m3u8
宿州综合,http://hslive.hsnewsnet.com/lsdream/hve9Wjs/1000/live.m3u8
宿州公共,http://live.ahsz.tv/video/s10001-ggpd/index.m3u8
宿州科教,http://live.ahsz.tv/video/s10001-kxjy-hd/index.m3u8
亳州新闻,http://zbbf2.ahbztv.com/live/416.m3u8
亳州农村,http://zbbf2.ahbztv.com/live/418.m3u8
黄山综合,http://hslive.hsnewsnet.com/lsdream/hve9Wjs/1000/live.m3u8
黄山公共,http://hslive.hsnewsnet.com/lsdream/iY92ady/1000/live.m3u8
黄山公共,http://live.ahsz.tv/video/s10001-ggpd-hd/index.m3u8
芜湖综合,http://live1.wuhubtv.com/channel1/sd/live.m3u8
芜湖生活,http://live1.wuhubtv.com/channel2/sd/live.m3u8
芜湖公共,http://live1.wuhubtv.com/channel3/sd/live.m3u8
芜湖公共,http://121.51.249.45/live1.ahtv.cn/ahgg/hd/live.m3u8
芜湖教育,http://live1.wuhubtv.com/channel4/sd/live.m3u8
安庆综合,http://lu1.cc/c/tv/sjtv/p/gdy.php?id=aqxwzh2
安庆综合,http://lu1.cc/c/tv/sjtv/p/gdy.php?id=aqxwzh
安庆公共,http://lu1.cc/c/tv/sjtv/p/gdy.php?id=aqgg
安庆公共,http://120.210.216.73:8080/ysten-business/live/SD12-576P-aqggpd/1.m3u8
安庆教育,https://hwapi.yunshicloud.com/0spq8i/l566ho.m3u8
安庆教育,http://120.210.216.73:8080/ysten-business/live/SD12-576P-aqhmx-jy/1.m3u8
六安综合,http://pili-live-rtmp.luan2.hfmt.net/luan2/jjpd.m3u8
六安公共,http://pili-live-rtmp.luan2.hfmt.net/luan2/ggpd.m3u8
淮南综合,http://stream.0554news.com/hnds1/sd/live.m3u8
淮南公共,http://stream.0554news.com/hnds2/sd/live.m3u8
淮北综合,https://live.hbnews.net/video/xwzh/index.m3u8
淮北公共,https://live.hbnews.net/video/ggpd/index.m3u8
滁州新闻综合,http://live.cztv.cc:85/live/xwpd.m3u8
滁州科教,http://live.cztv.cc:85/live/sjpd.m3u8
滁州公共,http://live.cztv.cc:85/live/ggpd.m3u8
枞阳综合,http://120.210.216.73:8080/ysten-business/live/SD12-576P-zystv/1.m3u8
繁昌新闻综合,https://hwapi.yunshicloud.com/3giqaj/i6v1o5.m3u8
繁昌文体娱乐,https://hwapi.yunshicloud.com/3giqaj/k46mx9.m3u8
南陵新闻综合,http://live2018.wuhunews.cn/video/s10010-nlnews/index.m3u8
湾沚区新闻综合,http://60.169.39.215:8090/live/ch0.m3u8
固镇新闻,http://www.guzhenm.com:7001/hls/hd-live.m3u8
定远综合,http://ssdyapp.cn/live/dyv1.m3u8
定远综合,http://120.210.216.73:8080/ysten-business/live/SD12-576P-czdy1pd/1.m3u8
阜南新闻综合,http://120.210.216.73:8080/ysten-business/live/SD12-576P-fnxwzh/1.m3u8
阜南新闻综合,http://112.27.139.242:8278/fnxwzhd/playlist.m3u8
临泉新闻,http://120.210.216.73:8080/ysten-business/live/SD20-576P-linquan/1.m3u8
太和新闻综合,http://p2.weizan.cn/1110366022/132071060845712961/live.m3u8
广德新闻综合,http://pili-live-hls.guangde.ahxmgk.com/guangde-live/guangde20200324143845.m3u8
广德生活,http://pili-live-hls.guangde.ahxmgk.com/guangde-live/guangde20200515090119.m3u8
当涂新闻综合,http://newvideo.dangtutv.cn:8278/dt1/playlist.m3u8
东至新闻综合,http://120.210.216.73:8080/ysten-business/live/HD12-1080P-czdzzh/1.m3u8
东至新闻综合,http://223.247.33.124:1935/live/zonghe/playlist.m3u8
