吾爱精选,#genre#
梅州公共,http://pili-live-rtmp.tvliving.gdmztv.com/meizhou-tvliving/mztv2.m3u8
五华信息,http://p2.weizan.cn/2100036413/503944748097837211/live.m3u8
生活频道,http://hls-ott-zhibo.wasu.tv/live/452/index.m3u8
蛇口综合,http://218.17.99.211:82/hls/d4encs75.m3u8
蛇口电视,http://218.17.99.211:5080/hls/ttsw6ccn.m3u8#http://218.17.99.211:82/hls/d4encs75.m3u8?checkedby:hlscat.com
清远综合,https://zqy-live.nanyuecloud.com/qingyuandianshi1/qingyuandianshistream1.m3u8?auth_key=601634549293-0-0-96c65af4438160da817d5e34b27b9b7a
清远公共,https://zqy-live.nanyuecloud.com/qingyuandianshi/qingyuandianshistream.m3u8?auth_key=601634549257-0-0-73ab89e29b6bf8ef7b5144cf0c04935a
清新公共,http://hls.wiseqx.com/live/qxgg.m3u8
梅州二套,http://pili-live-rtmp.tvliving.gdmztv.com/meizhou-tvliving/mztv2.m3u8?zguangd
隆安新闻综合,http://hls.nntv.cn/nnlive/LATV_A.m3u8?zguangxd#http://hls.nntv.cn/nnlive/LATV_A.m3u8
马山新闻综合,http://hls.nntv.cn/nnlive/MSTV_A.m3u8?zguangxd#http://hls.nntv.cn/nnlive/MSTV_A.m3u8
上林电视台,http://hls.nntv.cn/nnlive/SLTV_A.m3u8?zguangxd#http://hls.nntv.cn/nnlive/SLTV_A.m3u8
广西都市,http://111.59.63.32:9901/tsfile/live/1005_1.m3u8
广西影视,http://111.59.63.32:9901/tsfile/live/1006_1.m3u8
广西新闻,http://111.59.63.32:9901/tsfile/live/1007_1.m3u8
广西综艺旅游,http://111.59.63.32:9901/tsfile/live/1004_1.m3u8
南宁影视娱乐,http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8
梧州公共频道,http://139.186.37.10/hoge/gxwztv-23.m3u8
梧州教育生活,http://139.186.37.10/hoge/gxwztv-15.m3u8
崇左综合频道,http://111.59.63.32:9901/tsfile/live/1002_1.m3u8
来宾综合频道,https://cdn.gdlive.gdmain.com/live/0myxra90.m3u8
钦州综合频道,http://stream.gxqztv.com/01/sd/live.m3u8
钦州公共频道,http://stream.gxqztv.com/qztv03/sd/live.m3u8
福州电影,http://live.zohi.tv/video/s10001-yspd-2/index.m3u8
龙岩公共,http://live.lytv.net.cn/ggpd/sd/live.m3u8
三明综合,http://stream.smntv.cn/smtv1/sd/live.m3u8
三明公共,http://stream.smntv.cn/smtv2/sd/live.m3u8
漳浦数字,http://220.161.87.62:8800/hls/1/index.m3u8
莆田公共频道,http://api.mydianshijia.com/gslb/live?stream_id=py_pt2&type=.m3u8
新罗电视二套,http://stream.lyxltv.com/xinluotv/sd/live.m3u8
邵武新闻,http://84y6jdxz.live2.danghongyun.com/live/hls/8efcc6f8c3a1469181c23d1c64e61526/7a29fd92c3324a06a1b943711573b04f.m3u8
武夷山综合,http://fjwysdb.chinashadt.com:2036/live/1.stream/playlist.m3u8
武夷山文旅茶,http://fjwysdb.chinashadt.com:2036/live/3.stream/playlist.m3u8
将乐二套,http://218.106.152.196/lsdream/1MKmR5B/2000/live.m3u8
永安综合,http://218.106.152.196/lsdream/x6FnPrm/2000/live.m3u8
霞浦公共,http://218.106.152.196/lsdream/f2Hfjtd/5000/live.m3u8
漳州一套,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
大田综合,http://84y6jdxz.live2.danghongyun.com/live/hls/44193de64624414eb0110ebce59c63f8/0600869bdafe4500932addd3cc284c69.m3u8
泰宁综合频道,https://p2.weizan.cn/2123201810/941522397962841708/live.m3u8
鄱阳综合,http://pili-live-hls.poyang.jxxw.com.cn/pyxrmtzx/poyang.m3u8?zjiangxd#http://pili-live-hls.poyang.jxxw.com.cn/pyxrmtzx/poyang.m3u8
江西都市频道,http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv2.m3u8
江西影视旅游,http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv4.m3u8
江西新闻频道,http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv7.m3u8
江西陶瓷频道,http://local.live.jxtvcn.com.cn/live-jxtv/tv_taoci.m3u8
南昌都市频道,http://39.135.138.58:18890/PLTV/88888888/224/3221226226/index.m3u8
南昌公共频道,http://39.135.138.58:18890/PLTV/88888888/224/3221226231/index.m3u8
吉安公共频道,http://stream.ijatv.com/jatv2/hd/live.m3u8
上饶公共频道,http://live.0793.tv/srtv2/sd/live.m3u8
南康综合频道,http://hwplay-hls.myun.tv/live/0em6zval.m3u8
南城综合频道,http://pili-live-hls.jxxw.com.cn/nctv1/nctv1.m3u8
万载综合频道,http://live-echotv.cdnvideo.ru/echotv/echotv.sdp/playlist.m3u8
吉州新闻综合,http://218.204.153.158/10.m3u8
万安综合频道,http://223.82.75.3:90/live/zhxw.m3u8
永新电视二套,http://jxyx.chinashadt.com:2036/live/1003.stream/playlist.m3u8
永新电视三套,http://jxyx.chinashadt.com:2036/live/1004.stream/playlist.m3u8
江西二套都市,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225584/index.m3u8?fmt=ts2hls#http://39.134.115.163:8080/PLTV/88888888/224/3221225584/index.m3u8?fmt=ts2hls#http://local.live.jxtvcn.com.cn:80/live-jxtv/tv_jxtv2.m3u8
江西三套经济,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226206/index.m3u8?fmt=ts2hls#http://39.134.115.163:8080/PLTV/88888888/224/3221226206/index.m3u8?fmt=ts2hls
江西四套影视,http://39.134.115.163:8080/PLTV/88888888/224/3221225579/index.m3u8?fmt=ts2hls
江西五套公共,http://39.134.115.163:8080/PLTV/88888888/224/3221225578/index.m3u8?fmt=ts2hls
江西六套少儿,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226194/index.m3u8?fmt=ts2hls#http://39.134.115.163:8080/PLTV/88888888/224/3221225577/index.m3u8?fmt=ts2hls
江西七套新闻,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225615/index.m3u8?fmt=ts2hls#http://39.134.115.163:8080/PLTV/88888888/224/3221225576/index.m3u8?fmt=ts2hls
南昌新闻,http://player.521fanli.cn/1691/jx/nanchangm3u8.php?id=1
九江一套新闻,http://applive.jjntv.cn/live/c001.m3u8?auth_key=1655495552-0-0-bc9879d968b1edb9f43421a06f061c10
彭泽新闻,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_pengze.m3u8
吉安一套,http://stream.ijatv.com/jatv1/hd/live.m3u8?_upt=53afbd261653749242
吉安二套,http://stream.ijatv.com/jatv2/hd/live.m3u8?_upt=ab3af0881653749303
上饶余干,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_yugan.m3u8
分宜综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_fenyi_tv.m3u8
万载综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_wanzai.m3u8
庐山综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_lushan.m3u8
武宁综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_wuning.m3u8
湖南教育台,http://223.151.51.27:85/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
安乡新闻,http://liveplay.rednet.cn/live/anxiang_tv_jhge13.m3u8
保靖时政,http://liveplay.rednet.cn/live/baojing_hgs24f.m3u8
衡东综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_FuchqK.m3u8
衡山综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_PwD7ie.m3u8
衡阳新闻,http://play-dgv-xhncloud.voc.com.cn/live/5243_ImycEv.m3u8#http://hnhs.chinashadt.com:1936/hnhs/tv5.stream/playlist.m3u8
洪江综合,http://liveplay.rednet.cn/live/hongjiang_tv_ced5a7.m3u8
嘉禾综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_QyjPDY.m3u8
醴陵综合,http://liveplay.rednet.cn/live/21084_145ba4ee9f0511e992905cb9018cf0d4.m3u8
娄底公共,http://ls.qingting.fm/live/1738915.m3u8
娄底综合,http://mms.ldntv.cn:1935/live/zonghe/playlist.m3u8#http://119.39.242.52:1935/live/zonghe/chunklist_w1680005588.m3u8#http://119.39.242.52:1935/live/zonghe/playlist.m3u8#http://mms.ldntv.cn:1935/live/_definst_/zonghe/chunklist_w2136014950.m3u8#http://mms.ldntv.cn:1935/live/_definst_/zonghe/chunklist_w67585331.m3u8#http://mms.ldntv.cn:1935/live/_definst_/zonghe/playlist.m3u8#http://mms.ldntv.cn:1935/live/zonghe/chunklist_w277614368.m3u8
泸溪电视,http://liveplay.rednet.cn/live/luxi_fe0eyf.m3u8
南岳综合,http://liveplay.rednet.cn/live/nanyue_03f74.m3u8
屈原综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_f2E1iT.m3u8
汝城台,http://play-dgv-xhncloud.voc.com.cn/live/5243_j69HSm.m3u8
桑植新闻综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_NbaWW5.m3u8
邵东综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_UxxQYt.m3u8
通道时政,http://live.tongdaotv.com:8087/live/tdtv.m3u8
湘潭公共,http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8#http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8?auth=654837809071524@615@2E9A5FD0B225B012E3178551CF3754A8&BVUUID=C236454D-5355-2F5F-FA96-1887C72E55CE
湘潭综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8
新化电视,http://play-dgv-xhncloud.voc.com.cn/live/5243_nRI1mM.m3u8
溆浦时政,http://liveplay.rednet.cn/live/xupu_tv_fego93.m3u8
益阳公共,http://fms.yyrtv.com:82/hls-live/livepkgr/_definst_/liveevent/yyrtvgg210130.m3u8?auth_key=1638746221-0-0-ba434b4c0197b0d718b3ad191dde85b3#http://fms.yyrtv.com:82/hls-live/livepkgr/_definst_/liveevent/yyrtvgg210130.m3u8?auth_key=1638746320-0-0-81ec9a1c8ef812ef23ff5609cfe3e0c9
益阳教育,http://fms.yyrtv.com:82/hls-live/livepkgr/_definst_/liveevent/yyrtvjy210130.m3u8?auth_key=1638745972-0-0-585d3c3754f254ccd65f4e4c95bf782e#http://fms.yyrtv.com:82/hls-live/livepkgr/_definst_/liveevent/yyrtvjy210130.m3u8?auth_key=1638746077-0-0-14ea004d8a6209cc187f93dbb1b27403
永顺综合,http://liveplay.rednet.cn/live/yongshun_tv_55433f.m3u8
永兴综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_xAptJZ.m3u8
永州公共,http://stream.21ytv.com/gg/8twnQW67/live.m3u8?_upt=0a400dbe1638954104#http://stream.21ytv.com/gg/playlist.m3u8?_upt=8f360a7b1638940836
云溪综合,http://liveplay.rednet.cn/live/yunxi_tv.m3u8
资兴综合,http://liveplay.rednet.cn/live/zixin_tv_00676b.m3u8
洞头综合,http://l.cztvcloud.com/channels/lantian/SXdongtou1/720p.m3u8
奉化生活娱乐,http://live1.fhtv.net.cn/shys/sd/live.m3u8
奉化新闻综合,http://live1.fhtv.net.cn/zhzb/sd/live.m3u8
南京教科频道,http://live.nbs.cn/channels/njtv/jkpd/m3u8:500k/live.m3u8
南京生活频道,http://live.nbs.cn/channels/njtv/shpd/m3u8:500k/live.m3u8
南京十八频道,http://live.nbs.cn/channels/njtv/sbpd/m3u8:500k/live.m3u8
南京娱乐频道,http://live.nbs.cn/channels/njtv/ylpd/m3u8:500k/live.m3u8
南京信息频道,http://live.nbs.cn/channels/njtv/xxpd/m3u8:500k/live.m3u8
浙江钱江频道,http://hw-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江教科影视,http://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江公共新闻,http://hw-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江少儿频道,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江留学世界,http://hw-m-l.cztv.com/channels/lantian/channel009/1080p.m3u8
浙江国际频道,http://hw-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
福建综合,http://p2.weizan.cn/11844069/132114573749498521/live.m3u8?zfud#http://p2.weizan.cn/11844069/132114573749498521/live.m3u8
福州综合,http://live.zohi.tv/video/s10001-FZTV-1/index.m3u8?zfud#http://live.zohi.tv/video/s10001-FZTV-1/index.m3u8
福州影院,http://live.zohi.tv/video/s10001-yspd-2/index.m3u8?zfud
福州生活,http://live.zohi.tv/video/s10001-shpd-3/index.m3u8?zfud#http://live.zohi.tv/video/s10001-shpd-3/index.m3u8
福州少儿,http://live.zohi.tv/video/s10001-sepd-4/index.m3u8?zfud#http://live.zohi.tv/video/s10001-sepd-4/index.m3u8
漳州新闻综合,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8?zfud
龙岩新闻综合,http://stream.lytv.net.cn/2/sd/live.m3u8?zfud#http://live.lytv.net.cn/zhpwd/hd/live.m3u8?zfud#http://live.lytv.net.cn/zhpwd/hd/live.m3u8#http://stream.lytv.net.cn/2/sd/live.m3u8
龙岩公共频道,http://stream.lytv.net.cn/1/sd/live.m3u8?zfud#http://live.lytv.net.cn/ggpd/sd/live.m3u8?zfud#http://stream.lytv.net.cn/1/sd/live.m3u8
宁德新闻综合,http://live.nddst.com/NDTV1D/M/live.m3u8?zfud#http://live.nddst.com/NDTV1D/playlist.m3u8?zfud
宁德公共频道,http://live.nddst.com/NDTV2D/M/live.m3u8?zfud#http://live.nddst.com/NDTV2D/playlist.m3u8?zfud#http://live.nddst.com/NDTV2D/M/live.m3u8#http://live.nddst.com/NDTV2D/playlist.m3u8
三明新闻综合,http://fjnhdb.chinashadt.com:2036/live/stream:nh2.stream/playlist.m3u8?zfud#http://stream.smntv.cn/smtv1/sd/live.m3u8?zfud#http://fjnhdb.chinashadt.com:2036/live/stream:nh2.stream/playlist.m3u8
三明公共频道,http://stream.smntv.cn/smtv2/sd/live.m3u8?zfud
新罗电视一套,http://stream.lyxltv.com/xltv/sd/live.m3u8?zfud#http://stream.lyxltv.com/xltv/sd/live.m3u8
大田二套,http://84y6jdxz.live2.danghongyun.com/live/hls/8a6db004318e4378b58d87f0414da77c/5a6c5d786f834df8a65b423af5851e6f.m3u8?zfud#http://84y6jdxz.live2.danghongyun.com/live/hls/8a6db004318e4378b58d87f0414da77c/5a6c5d786f834df8a65b423af5851e6f.m3u8
将乐综合,http://218.106.152.196/lsdream/9nbYeUc/1000/live.m3u8?fujian#http://218.106.152.196/lsdream/9nbYeUc/1000/live.m3u8
建宁综合频道,https://p2.weizan.cn/2144741973/075444991326676404/live.m3u8?zfud
宁化电视一套,http://fjnhdb.chinashadt.com:2036/live/stream:nh1.stream/playlist.m3u8?fujian#http://fjnhdb.chinashadt.com:2036/live/stream:nh1.stream/playlist.m3u8
泰宁新闻频道,https://p2.weizan.cn/2123201810/941522397962841708/live.m3u8?zfud
永安综合频道,http://218.106.152.196/lsdream/x6FnPrm/2000/live.m3u8?fujian
霞浦综合频道,http://218.106.152.196/lsdream/G7wCyZW/4000/live.m3u8?zfud#http://218.106.152.196/lsdream/G7wCyZW/4000/live.m3u8
永泰综合,http://ytrmtzx.com:8278/yongtaipindao1/playlist.m3u8?fujian#http://ytrmtzx.com:8278/yongtaipindao1/playlist.m3u8
德化新闻综合,http://218.106.152.196/lsdream/2LacKP6/1024/live.m3u8?zfud
晋江电视台,http://stream.jinjiang.tv/1/sd/live.m3u8?zfud
石狮综合,http://218.106.152.196/lsdream/MO13IYx/2000/live.m3u8?zfud#http://218.106.152.240:800/Dxzxfgp/1000/live.m3u8#http://live.chinashishi.net/ssxwzh/sd/live.m3u8#http://218.106.152.196/lsdream/MO13IYx/2000/live.m3u8
云霄综合,http://live.zzyxxw.com:85/live/xwzh.m3u8?fujian#http://live.zzyxxw.com:85/live/xwzh.m3u8
漳浦综合,http://220.161.87.62:8090/hls/0/index.m3u8?zfud#http://220.161.87.62:8090/hls/0/index.m3u8
江苏,http://39.135.32.24:6610/000000001000/1000000001000004684/1.m3u8?xtkg?zjiangsd
优漫卡通,http://39.135.32.10:6610/000000001000/SD-4000k-576P-youmankaton/1.m3u8?IASHttpSessionId=OTT?zjiangsd#http://39.134.65.130/PLTV/88888888/224/3221225556/1.m3u8?zjiangsd#http://39.135.138.58:18890/PLTV/88888888/224/3221225665/index.m3u8?zjiangsd#http://39.135.138.58:18890/ysten-businessmobile/live/youmankaton/1.m3u8?zjiangsd#http://39.134.65.132/PLTV/88888888/224/3221225556/1.m3u8?zjiangsd#http://111.63.117.13:6060/030000001000/G_YOUMAN/G_YOUMAN.m3u8?zjiangsd#http://183.207.249.15:80/PLTV/4/224/3221225933/index.m3u8?#http://39.135.32.24:6610/000000001000/1000000002000010063/1.m3u8?xtkg
南京新闻综合,http://live.nbs.cn/channels/njtv/xwzh/500k.m3u8?zjiangsd#http://live.nbs.cn/channels/njtv/xwzh/m3u8:500k/live.m3u8
南京教科,http://live.nbs.cn/channels/njtv/jkpd/500k.m3u8?zjiangsd
南京生活,http://live.nbs.cn/channels/njtv/shpd/500k.m3u8?zjiangsd
南京娱乐,http://live.nbs.cn/channels/njtv/ylpd/500k.m3u8?zjiangsd
南京十八,http://live.nbs.cn/channels/njtv/sbpd/500k.m3u8?zjiangsd
南京少儿,http://live.nbs.cn/channels/njtv/sepd/500k.m3u8?zjiangsd#http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
南京信息,http://live.nbs.cn/channels/njtv/xxpd/500k.m3u8?zjiangsd
苏州4k,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8?zjiangsd
南通新闻综合,http://cm.wshls.homecdn.com/live/7cc9.m3u8?zjiangsd#http://cm.wshls.homecdn.com/live/7cc9.flv?zjiangsd
南通都市生活,http://cm.wshls.homecdn.com/live/7cc7.m3u8?zjiangsd#http://cm.wshls.homecdn.com/live/7cc7.flv?zjiangsd
南通影院娱乐,http://cm.wshls.homecdn.com/live/7cc5.m3u8?zjiangsd#http://cm.wshls.homecdn.com/live/7cc5.flv?zjiangsd
南通崇川综合,http://cm.wshls.homecdn.com/live/7cc1.m3u8?zjiangsd#http://cm.wshls.homecdn.com/live/7cc1.flv?zjiangsd
徐州文艺影院,http://stream1.huaihai.tv/wyys/sd/live.m3u8?zjiangsd
徐州公共频道,http://stream1.huaihai.tv/ggpd/sd/live.m3u8?zjiangsd
淮安新闻综合,http://live1.habctv.com/zhpdsl/sd/live.m3u8?zjiangsd
淮安公共频道,http://live1.habctv.com/ggpdsl/sd/live.m3u8?zjiangsd
淮安影院娱乐,http://live1.habctv.com/ysylsl/sd/live.m3u8?zjiangsd
无锡新闻综合,http://stream.thmz.com/wxtv1/sd/live.m3u8?zjiangsd
无锡娱乐,http://stream.thmz.com/wxtv2/sd/live.m3u8?zjiangsd
无锡都市资讯,http://stream.thmz.com/wxtv3/sd/live.m3u8?zjiangsd
无锡生活,http://stream.thmz.com/wxtv4/sd/live.m3u8?zjiangsd
张家港新闻综合,http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8?zjiangsd
张家港民生频道,http://3gvod.zjgonline.com.cn:1935/live/shehuishenghuo2/playlist.m3u8?zjiangsd
滨海新闻综合,http://jsbh.chinashadt.com:2036/live/bh11.stream/playlist.m3u8?zjiangsd
大丰公共频道,http://dafeng-tv-hls.cm.jstv.com/dafeng-tv/dafenget.m3u8?zjiangsd
东台综合频道,http://dongtai-tv-hls.cm.jstv.com/dongtai-tv/dongtaizonghe.m3u8?zjiangsd
盐都综合频道,http://yandu-tv-hls.cm.jstv.com/yandu-tv/yanduzh.m3u8?zjiangsd
如东新闻综合,http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8?zjiangsd
六合新闻综合,https://p6.vzan.com/720020/626981218629939023/live.m3u8?zjiangsd
溧水新闻综合,http://live.lsrmw.cn/zhpd/sd/live.m3u8?zjiangsd
溧水影院娱乐,http://live.lsrmw.cn/ysyl/sd/live.m3u8?zjiangsd
宜兴新闻频道,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_xw.m3u8?zjiangsd
宜兴紫砂频道,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_zs.m3u8?zjiangsd
淮阴综合频道,http://huaiyin-tv-hls.cm.jstv.com/huaiyin-tv/huaiyinf.m3u8?zjiangsd
淮阴影院频道,http://huaiyin-tv-hls.cm.jstv.com/huaiyin-tv/hyys.m3u8?zjiangsd
涟水综合频道,http://lianshui-tv-hls.cm.jstv.com/lianshui-tv/lsxw.m3u8?zjiangsd
金坛新闻频道,http://jintan-tv-ori-hls.jstv.com/jintan-tv-ori/jintan_xw.m3u8?zjiangsd
武进新闻频道,https://live.wjyanghu.com/live/CH1.m3u8?zjiangsd
武进生活频道,https://live.wjyanghu.com/live/CH2.m3u8?zjiangsd
海安新闻综合,http://haian-tv-hls.cm.jstv.com/haian-tv/haaxwzh.m3u8?zjiangsd
新沂新闻频道,http://live.xysrmt.cn/xwzh/sd/live.m3u8?zjiangsd
新沂生活频道,http://live.xysrmt.cn/shpd/sd/live.m3u8?zjiangsd
泗洪新闻综合,http://sihong-tv-hls.cm.jstv.com/sihong-tv/sihongxinwenzonghe.m3u8?zjiangsd
句容新闻综合,http://jrlive.jrntv.com/live/_definst_/jrxwzhs/playlist.m3u8?zjiangsd
句容生活频道,http://jrlive.jrntv.com/live/_definst_/shenghuos/playlist.m3u8?zjiangsd
句容影院频道,http://jrlive.jrntv.com/live/_definst_/yingshis/playlist.m3u8?zjiangsd
句容党建频道,http://jrlive.jrntv.com/live/_definst_/dangjians/playlist.m3u8?zjiangsd
常熟新闻频道,http://play-live.21cs.cn/tv_channel/cstv1.m3u8?auth_key=1592026485-f871ffb1e3b646d59dba799b1e6f3d61-0-53bbc432233cf87b39a6ec67a23981c3?zjiangsd
常熟民生频道,http://play-live.21cs.cn/tv_channel/cstv2.m3u8?auth_key=1608898309-c151073d455d41568920a185f794ce70-0-24c93261a31cc28cf1ae2aced18ae008?zjiangsd
睢宁综合频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningzh.m3u8?zjiangsd
睢宁生活教育,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsh.m3u8?zjiangsd
睢宁三农频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsn.m3u8?zjiangsd
睢宁资讯频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningys.m3u8?zjiangsd
沭阳综合频道,http://shuyang-tv-hls.cm.jstv.com/shuyang-tv/shuyangzh.m3u8?zjiangsd
扬中新闻频道,http://yangzhong-tv-hls.cm.jstv.com/yangzhong-tv/xwzh.m3u8?zjiangsd
扬中党建民生,http://yangzhong-tv-hls.cm.jstv.com/yangzhong-tv/yzdj.m3u8?zjiangsd
靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhpc/playlist.m3u8?zjiangsd#http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8?zjiangsd
东海新闻频道,http://donghai-tv-hls.cm.jstv.com/donghai-tv/donghaixinwensp.m3u8?zjiangsd
高邮综合频道,http://gaoyou-tv-hls.cm.jstv.com/gaoyou-tv/gaoyouxw.m3u8?zjiangsd
仪征新闻综合,http://yizheng-tv-hls.cm.jstv.com/yizheng-tv/yzxwzh.m3u8?zjiangsd
仪征生活频道,http://yizheng-tv-hls.cm.jstv.com/yizheng-tv/yzshsh.m3u8?zjiangsd
贾汪新闻频道,http://jiawang-tv-hls.cm.jstv.com/jiawang-tv/jwxw.m3u8?zjiangsd
贾汪旅游频道,http://jiawang-tv-hls.cm.jstv.com/jiawang-tv/jwly.m3u8?zjiangsd
沛县新闻综合,http://peixian-tv-hls.cm.jstv.com/peixian-tv/pxzh.m3u8?zjiangsd
泗阳综合频道,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzh.m3u8?zjiangsd
泗阳资讯频道,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzx.m3u8?zjiangsd
赣榆新闻综合,http://ganyu-tv-hls.cm.jstv.com/ganyu-tv/ganyutv.m3u8?zjiangsd
江西,http://39.135.32.24:6610/000000001000/1000000001000013731/1.m3u8?xtkg?zjiangxd
江西都市,http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv2.m3u8?zjiangxd#http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221225584/2/index.m3u8?fmt=ts2hls?zjiangxd
江西经济生活,http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv3.m3u8?zjiangxd#http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv3_hd.m3u8?zjiangxd#http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221225580/2/index.m3u8?fmt=ts2hls?zjiangxd#http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv3.m3u8#http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv3_hd.m3u8
江西影旅游,http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv4.m3u8?zjiangxd#http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221225579/2/index.m3u8?fmt=ts2hls?zjiangxd
江西公共农业,http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv5.m3u8?zjiangxd#http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221225578/2/index.m3u8?fmt=ts2hls?zjiangxd#http://117.169.120.223:8080/hwrr.jx.chinamobile.com/PLTV/88888888/224/3221225578/index.m3u8?fmt=ts2hls#http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv5.m3u8
江西少儿家庭,http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv6.m3u8?zjiangxd#http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221225577/2/index.m3u8?fmt=ts2hls?zjiangxd#http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv6.m3u8
江西新闻,http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv7.m3u8?zjiangxd#http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221225576/2/index.m3u8?fmt=ts2hls?zjiangxd
江西移动电视,http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv8.m3u8?zjiangxd#http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv8.m3u8
江西陶瓷,http://local.live.jxtvcn.com.cn/live-jxtv/tv_taoci.m3u8?zjiangxd
江西教育,http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221226197/2/index.m3u8?fmt=ts2hls?zjiangxd#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226197/index.m3u8?fmt=ts2hls
南昌新闻综合,http://39.135.138.58:18890/PLTV/88888888/224/3221226223/index.m3u8?zjiangxd#http://39.135.138.58:18890/PLTV/88888888/224/3221226223/index.m3u8
南昌都市,http://39.135.138.58:18890/PLTV/88888888/224/3221226226/index.m3u8?zjiangxd
南昌资讯政法,http://39.135.138.58:18890/PLTV/88888888/224/3221226228/index.m3u8?zjiangxd#http://39.135.138.58:18890/PLTV/88888888/224/3221226228/index.m3u8
南昌公共,http://39.135.138.58:18890/PLTV/88888888/224/3221226231/index.m3u8?zjiangxd#http://player.521fanli.cn/1691/jx/nanchangm3u8.php?id=4
新余新闻综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_xinyu_hd1.m3u8?zjiangxd
新余公共频道,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_xinyu_hd2.m3u8?zjiangxd
新余教育频道,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_xinyu_hd3.m3u8?zjiangxd
